No	Sample	N_SNPs	F_percent	E_percent	A_percent	full	N_SNPs	F_percent_pruned	E_percent_pruned	A_percent_pruned	pruned
479	HpGP-KOR-112	142237	0	1.38	98.62	hpgpAsia	44787	0.76	0	99.24	hpgpAsia
480	HpGP-KOR-114	142237	0	0.02	99.98	hpgpAsia	44787	0	0.49	99.51	hpgpAsia
481	HpGP-KOR-115	142237	0	4.84	95.16	hpgpAsia	44787	0.88	1.69	97.43	hpgpAsia
482	HpGP-KOR-116	142237	0	3.9	96.1	hpgpAsia	44787	0	1.17	98.83	hpgpAsia
483	HpGP-KOR-117	142237	0	0.18	99.82	hpgpAsia	44787	1.1	0	98.9	hpgpAsia
484	HpGP-KOR-118	142237	0	0	100	hpgpAsia	44787	0.26	0	99.74	hpgpAsia
485	HpGP-KOR-119	142237	0	2.79	97.21	hpgpAsia	44787	0.94	0	99.06	hpgpAsia
486	HpGP-LAT-001	142237	0	95.41	4.59	hpgpEurope	44787	0	93.26	6.74	hpgpEurope
487	HpGP-LAT-002	142237	0	100	0	hpgpEurope	44787	0.34	99.66	0	hpgpEurope
488	HpGP-LAT-003	142237	1.33	98.67	0	hpgpEurope	44787	1.73	98.27	0	hpgpEurope
489	HpGP-LAT-004	142237	0	97.23	2.77	hpgpEurope	44787	0	99.28	0.72	hpgpEurope
490	HpGP-LAT-005	142237	0	97.56	2.44	hpgpEurope	44787	0	97.9	2.1	hpgpEurope
491	HpGP-LAT-006	142237	0	95.13	4.87	hpgpEurope	44787	0	93.71	6.29	hpgpEurope
492	HpGP-LAT-007	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
493	HpGP-LAT-008	142237	0	100	0	hpgpEurope	44787	0.43	99.57	0	hpgpEurope
494	HpGP-LAT-009	142237	0	99.72	0.28	hpgpEurope	44787	0	97.23	2.77	hpgpEurope
495	HpGP-LAT-010	142237	0	97.06	2.94	hpgpEurope	44787	0	96.86	3.14	hpgpEurope
496	HpGP-LAT-011	142237	0	96.83	3.17	hpgpEurope	44787	0	95.13	4.87	hpgpEurope
497	HpGP-LAT-012	142237	0	92.21	7.79	hpgpEurope	44787	0	90.88	9.12	hpgpEurope
498	HpGP-LAT-014	142237	0	95.55	4.45	hpgpEurope	44787	0	93.04	6.96	hpgpEurope
499	HpGP-LAT-015	142237	0	93.25	6.75	hpgpEurope	44787	0	91.77	8.23	hpgpEurope
500	HpGP-LAT-017	142237	0	99.16	0.84	hpgpEurope	44787	0	97.11	2.89	hpgpEurope
501	HpGP-LAT-018	142237	0	95.84	4.16	hpgpEurope	44787	0	94.04	5.96	hpgpEurope
502	HpGP-LAT-019	142237	0	93.49	6.51	hpgpEurope	44787	0	95.61	4.39	hpgpEurope
503	HpGP-LAT-020	142237	0	95.72	4.28	hpgpEurope	44787	0	93.76	6.24	hpgpEurope
504	HpGP-LAT-021	142237	0	94.22	5.78	hpgpEurope	44787	0	94.8	5.2	hpgpEurope
505	HpGP-LAT-022	142237	0	98.24	1.76	hpgpEurope	44787	0	99.45	0.55	hpgpEurope
506	HpGP-LAT-023	142237	0	97.85	2.15	hpgpEurope	44787	0	97.72	2.27	hpgpEurope
507	HpGP-LAT-024	142237	0	90.04	9.96	hpgpEurope	44787	0	89.68	10.32	hpgpEurope
508	HpGP-LAT-025	142237	0	95.26	4.74	hpgpEurope	44787	0	94.46	5.54	hpgpEurope
509	HpGP-LAT-026	142237	0	98.31	1.69	hpgpEurope	44787	0	99.08	0.92	hpgpEurope
510	HpGP-LAT-027	142237	0	88.1	11.9	hpgpEurope	44787	0	84.71	15.29	hpgpEurope
511	HpGP-LAT-028	142237	0	98.36	1.64	hpgpEurope	44787	0	98.26	1.74	hpgpEurope
512	HpGP-LAT-029	142237	0	86.79	13.21	hpgpEurope	44787	0	87.9	12.1	hpgpEurope
513	HpGP-LAT-030	142237	0	98.37	1.63	hpgpEurope	44787	0	97.92	2.08	hpgpEurope
514	HpGP-LAT-031	142237	0	95.19	4.81	hpgpEurope	44787	0	95.6	4.4	hpgpEurope
515	HpGP-LAT-032	142237	0	95.56	4.44	hpgpEurope	44787	0	95.61	4.39	hpgpEurope
516	HpGP-LAT-033	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
517	HpGP-LAT-034	142237	0	96.05	3.95	hpgpEurope	44787	0	95.08	4.92	hpgpEurope
518	HpGP-LAT-035	142237	0	96.75	3.25	hpgpEurope	44787	0	97.48	2.52	hpgpEurope
519	HpGP-LAT-036	142237	0	95.17	4.83	hpgpEurope	44787	0	94.02	5.98	hpgpEurope
520	HpGP-LIT-001	142237	0	100	0	hpgpEurope	44787	2.63	97.37	0	hpgpEurope
521	HpGP-LIT-002	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
522	HpGP-LIT-003	142237	0	95.02	4.98	hpgpEurope	44787	0	93.68	6.32	hpgpEurope
523	HpGP-LIT-004	142237	0	98.84	1.16	hpgpEurope	44787	0	97.19	2.81	hpgpEurope
524	HpGP-LIT-006	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
525	HpGP-LIT-007	142237	0	98.4	1.6	hpgpEurope	44787	0	98.03	1.97	hpgpEurope
526	HpGP-LIT-008	142237	0	100	0	hpgpEurope	44787	0.71	99.28	0.02	hpgpEurope
527	HpGP-LIT-010	142237	0	96.37	3.63	hpgpEurope	44787	0	95.58	4.42	hpgpEurope
528	HpGP-LIT-012	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
529	HpGP-LIT-013	142237	0	99.19	0.81	hpgpEurope	44787	0	97.72	2.28	hpgpEurope
530	HpGP-LIT-020	142237	0	98.7	1.3	hpgpEurope	44787	0	98.3	1.7	hpgpEurope
531	HpGP-LIT-021	142237	0	92.05	7.95	hpgpEurope	44787	0	90.14	9.86	hpgpEurope
532	HpGP-LIT-023	142237	0	97.07	2.93	hpgpEurope	44787	0	97.72	2.28	hpgpEurope
533	HpGP-LIT-024	142237	0	100	0	hpgpEurope	44787	0.8	99.2	0	hpgpEurope
534	HpGP-LIT-025	142237	0	96.35	3.65	hpgpEurope	44787	0	94.02	5.98	hpgpEurope
535	HpGP-LIT-026	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
536	HpGP-LIT-028	142237	0	97.04	2.96	hpgpEurope	44787	0	95.9	4.1	hpgpEurope
537	HpGP-LIT-029	142237	0	96.32	3.68	hpgpEurope	44787	0	94.95	5.05	hpgpEurope
538	HpGP-LIT-030	142237	0	97.48	2.52	hpgpEurope	44787	0	98.71	1.29	hpgpEurope
539	HpGP-LIT-031	142237	0	93.58	6.42	hpgpEurope	44787	0	93.08	6.92	hpgpEurope
540	HpGP-LIT-032	142237	0	98.41	1.59	hpgpEurope	44787	0	97.32	2.68	hpgpEurope
541	HpGP-LIT-035	142237	0	91.96	8.04	hpgpEurope	44787	0	91.07	8.93	hpgpEurope
542	HpGP-LIT-041	142237	0	94.09	5.91	hpgpEurope	44787	0	91.93	8.07	hpgpEurope
543	HpGP-MAL-002	142237	2.74	58.91	38.35	hpgpEurasia	44787	0	72.87	27.13	hpgpEurasia
544	HpGP-MAL-003	142237	1.43	0	98.57	hpgpAsia	44787	2.05	0	97.95	hpgpAsia
545	HpGP-MAL-004	142237	2.87	54.5	42.63	hpgpEurasia	44787	0	72.76	27.24	hpgpEurasia
546	HpGP-MAL-005	142237	0.09	0	99.91	hpgpAsia	44787	0	0	100	hpgpAsia
547	HpGP-MAL-006	142237	1.15	0	98.85	hpgpAsia	44787	0	1.91	98.09	hpgpAsia
548	HpGP-MAL-007	142237	24.25	75.75	0	hpgpMediterranea	44787	32.74	67.26	0	hpgpMediterranea
549	HpGP-MAL-008	142237	0.3	0	99.7	hpgpAsia	44787	1.02	0	98.98	hpgpAsia
550	HpGP-MAL-010	142237	0.45	8.42	91.13	hpgpAsia	44787	0	12.82	87.18	hpgpAsia
551	HpGP-MAL-012	142237	0.84	0	99.16	hpgpAsia	44787	0	0	100	hpgpAsia
552	HpGP-MAL-015	142237	0.64	0	99.36	hpgpAsia	44787	0.28	0	99.72	hpgpAsia
553	HpGP-MAL-016	142237	2.38	55.98	41.65	hpgpEurasia	44787	0	69.68	30.32	hpgpEurasia
554	HpGP-MAL-017	142237	2.33	55.72	41.95	hpgpEurasia	44787	0	72.11	27.89	hpgpEurasia
555	HpGP-MAL-018	142237	1.14	0	98.86	hpgpAsia	44787	0.38	0	99.62	hpgpAsia
556	HpGP-MAL-019	142237	2.57	56.47	40.96	hpgpEurasia	44787	0	73.83	26.17	hpgpEurasia
557	HpGP-MAL-020	142237	0.79	0	99.21	hpgpAsia	44787	0.77	0	99.23	hpgpAsia
558	HpGP-MAL-021	142237	0.79	0	99.21	hpgpAsia	44787	0.08	0	99.92	hpgpAsia
559	HpGP-MAL-022	142237	0.67	0	99.33	hpgpAsia	44787	0	0	100	hpgpAsia
560	HpGP-MAL-023	142237	1.15	0	98.85	hpgpAsia	44787	0.13	0	99.87	hpgpAsia
561	HpGP-MAL-025	142237	2.72	57.02	40.26	hpgpEurasia	44787	0	72.35	27.65	hpgpEurasia
562	HpGP-MEX-001	142237	28.51	71.49	0	hpgpEuroamerica	44787	29.08	70.92	0	hpgpEuroamerica
563	HpGP-MEX-002	142237	27.24	71.98	0.77	hpgpEuroamerica	44787	28.18	71.82	0	hpgpEuroamerica
564	HpGP-MEX-003	142237	41.16	58.84	0	hpgpEuroamerica	44787	41.84	58.16	0	hpgpEuroamerica
565	HpGP-MEX-004	142237	29.28	70.37	0.36	hpgpEuroamerica	44787	31.15	68.85	0	hpgpEuroamerica
566	HpGP-MEX-006	142237	29.31	70.69	0	hpgpEuroamerica	44787	29.14	70.86	0	hpgpEuroamerica
567	HpGP-MEX-007	142237	18.87	81.13	0	hpgpMediterranea	44787	20.94	79.06	0	hpgpMediterranea
568	HpGP-MEX-008	142237	16.05	74.14	9.81	hpgpMediterranea	44787	17.37	76.13	6.5	hpgpMediterranea
569	HpGP-MEX-009	142237	20.16	79.84	0	hpgpMediterranea	44787	22.57	77.43	0	hpgpMediterranea
570	HpGP-MEX-010	142237	27.16	72.84	0	hpgpEuroamerica	44787	28.34	71.66	0	hpgpEuroamerica
571	HpGP-MEX-012	142237	23.86	76.14	0	hpgpMediterranea	44787	25.86	74.14	0	hpgpMediterranea
572	HpGP-MEX-023	142237	28.9	71.1	0	hpgpEuroamerica	44787	29.49	70.51	0	hpgpEuroamerica
573	HpGP-MEX-024	142237	29.07	69.71	1.22	hpgpEuroamerica	44787	30.15	69.85	0	hpgpEuroamerica
574	HpGP-MEX-027	142237	34.56	65.34	0.11	hpgpEuroamerica	44787	34.93	65.07	0	hpgpEuroamerica
575	HpGP-MEX-028	142237	0	15.78	84.22	hpgpAsia	44787	0.3	8.49	91.2	hpgpAsia
576	HpGP-MEX-032	142237	28.82	71.18	0	hpgpEuroamerica	44787	30.34	69.66	0	hpgpEuroamerica
577	HpGP-MEX-035	142237	23.68	73.05	3.28	hpgpEuroamerica	44787	23.84	76.16	0	hpgpEuroamerica
578	HpGP-MEX-040	142237	26.91	73.09	0	hpgpEuroamerica	44787	28.93	71.07	0	hpgpEuroamerica
579	HpGP-MEX-041	142237	38.47	61.53	0	hpgpEuroamerica	44787	37.98	62.02	0	hpgpEuroamerica
580	HpGP-MEX-043	142237	27.85	67.36	4.79	hpgpEuroamerica	44787	30.41	66.24	3.35	hpgpEuroamerica
581	HpGP-MEX-044	142237	38.18	61.82	0	hpgpEuroamerica	44787	36.94	63.06	0	hpgpEuroamerica
582	HpGP-MEX-045	142237	37.55	62.45	0	hpgpEuroamerica	44787	37.27	62.73	0	hpgpEuroamerica
583	HpGP-MEX-046	142237	48.48	49.2	2.33	hpgpEuroamerica	44787	49.18	50.37	0.45	hpgpEuroamerica
584	HpGP-MMR-001	142237	1.43	58.14	40.43	hpgpEurasia	44787	0	70.32	29.68	hpgpEurasia
585	HpGP-MMR-002	142237	1.69	59.26	39.05	hpgpEurasia	44787	0	71.07	28.93	hpgpEurasia
586	HpGP-MMR-003	142237	3.08	54.18	42.74	hpgpEurasia	44787	0	67.89	32.11	hpgpEurasia
587	HpGP-MMR-004	142237	2.49	52.02	45.48	hpgpEurasia	44787	0	65.73	34.27	hpgpEurasia
588	HpGP-MMR-005	142237	1.93	59.39	38.68	hpgpEurasia	44787	0	74.09	25.91	hpgpEurasia
589	HpGP-MMR-006	142237	2.6	58.25	39.14	hpgpEurasia	44787	0	72.11	27.89	hpgpEurasia
590	HpGP-MMR-007	142237	1.81	56.53	41.66	hpgpEurasia	44787	0	69.9	30.1	hpgpEurasia
591	HpGP-MMR-008	142237	2.13	58.97	38.9	hpgpEurasia	44787	0	71.63	28.37	hpgpEurasia
592	HpGP-MMR-009	142237	2.25	57.04	40.7	hpgpEurasia	44787	0	71.33	28.67	hpgpEurasia
593	HpGP-MMR-010	142237	1.72	54.84	43.45	hpgpEurasia	44787	0	65.82	34.18	hpgpEurasia
594	HpGP-MMR-011	142237	1.54	58.94	39.52	hpgpEurasia	44787	0	71.75	28.25	hpgpEurasia
595	HpGP-MMR-012	142237	2.93	57.31	39.75	hpgpEurasia	44787	0	73.25	26.75	hpgpEurasia
596	HpGP-NGA-006	142237	45.83	54.17	0	hpgpEuroamerica	44787	59.53	40.47	0	hpgpEuroamerica
597	HpGP-NGA-010	142237	45.98	54.02	0	hpgpEuroamerica	44787	60.26	39.74	0	hpgpEuroamerica
598	HpGP-NGA-017	142237	96.87	3.13	0	hpgpAfrica	44787	95.62	0	4.38	hpgpAfrica
599	HpGP-NGA-019	142237	100	0	0	hpgpAfrica	44787	96.42	0	3.58	hpgpAfrica
600	HpGP-NPL-001	142237	0	87.77	12.23	hpgpEurope	44787	0	92.13	7.87	hpgpEurope
601	HpGP-NPL-002	142237	1.76	98.24	0	hpgpEurope	44787	1.22	98.78	0	hpgpEurope
602	HpGP-NPL-003	142237	0	80.31	19.69	hpgpEurasia	44787	0	87.18	12.82	hpgpEurasia
603	HpGP-NPL-004	142237	0	39.83	60.17	hpgpEurasia	44787	0	41.42	58.58	hpgpEurasia
604	HpGP-NPL-005	142237	2.36	97.64	0	hpgpEurope	44787	4.15	95.85	0	hpgpEurope
605	HpGP-NPL-006	142237	2.25	97.75	0	hpgpEurope	44787	3.81	96.19	0	hpgpEurope
606	HpGP-NPL-007	142237	0	41.55	58.45	hpgpEurasia	44787	0	44.46	55.54	hpgpEurasia
607	HpGP-NPL-008	142237	0	70.64	29.36	hpgpEurasia	44787	0	80.21	19.79	hpgpEurasia
608	HpGP-NPL-009	142237	0	79.55	20.45	hpgpEurasia	44787	0	86.95	13.05	hpgpEurasia
609	HpGP-NPL-010	142237	8.11	91.41	0.48	hpgpEurope	44787	9.76	90.24	0	hpgpEurope
610	HpGP-NPL-011	142237	0	88.39	11.61	hpgpEurope	44787	0	90.87	9.13	hpgpEurope
611	HpGP-NPL-012	142237	0.35	87.97	11.68	hpgpEurope	44787	0	90.08	9.92	hpgpEurope
612	HpGP-NPL-013	142237	0.06	80.66	19.28	hpgpEurasia	44787	0	86.76	13.24	hpgpEurasia
613	HpGP-PER-011	142237	4.55	24.68	70.77	hpgpAsia	44787	4.83	21.58	73.59	hpgpAsia
614	HpGP-PER-013	142237	89	8.99	2.01	hpgpAfrica	44787	93.87	0.56	5.57	hpgpAfrica
615	HpGP-PER-014	142237	31.71	68.29	0	hpgpEuroamerica	44787	32.72	67.28	0	hpgpEuroamerica
616	HpGP-PER-016	142237	28.18	71.82	0	hpgpEuroamerica	44787	28.67	71.33	0	hpgpEuroamerica
617	HpGP-PER-017	142237	42.09	57.91	0	hpgpEuroamerica	44787	39.16	60.84	0	hpgpEuroamerica
618	HpGP-PER-018	142237	36.66	62.75	0.6	hpgpEuroamerica	44787	38.03	61.97	0	hpgpEuroamerica
619	HpGP-PER-019	142237	0	13.51	86.49	hpgpAsia	44787	0	11.31	88.69	hpgpAsia
620	HpGP-PER-020	142237	77.63	20.04	2.33	hpgpAfroamerica	44787	79.55	16.8	3.65	hpgpAfroamerica
621	HpGP-PER-021	142237	25.73	71.08	3.19	hpgpEuroamerica	44787	30	67.23	2.77	hpgpEuroamerica
622	HpGP-PER-101	142237	23.2	65.74	11.06	hpgpEuroamerica	44787	23.98	66.81	9.21	hpgpEuroamerica
623	HpGP-PER-102	142237	41.26	55.24	3.5	hpgpEuroamerica	44787	43.07	55.77	1.16	hpgpEuroamerica
624	HpGP-PER-103	142237	24.46	75.54	0	hpgpMediterranea	44787	25.22	74.78	0	hpgpMediterranea
625	HpGP-PER-104	142237	28.56	62.8	8.65	hpgpEuroamerica	44787	29.03	63.57	7.4	hpgpEuroamerica
626	HpGP-PER-105	142237	20.14	59.39	20.47	hpgpEuroamerica	44787	22.13	58.05	19.82	hpgpEuroamerica
627	HpGP-PER-106	142237	29.93	67.79	2.28	hpgpEuroamerica	44787	30.88	66.96	2.16	hpgpEuroamerica
628	HpGP-PER-107	142237	27.33	71.23	1.44	hpgpEuroamerica	44787	28.5	71.5	0	hpgpEuroamerica
629	HpGP-PER-108	142237	40.01	52.54	7.45	hpgpEuroamerica	44787	37.42	57.55	5.03	hpgpEuroamerica
630	HpGP-PER-109	142237	26.83	73.07	0.09	hpgpEuroamerica	44787	28.38	71.62	0	hpgpEuroamerica
631	HpGP-PER-110	142237	29.55	70.29	0.16	hpgpEuroamerica	44787	29.14	70.86	0	hpgpEuroamerica
632	HpGP-PER-111	142237	0.44	13.67	85.89	hpgpAsia	44787	0	12.89	87.11	hpgpAsia
633	HpGP-PER-112	142237	65.48	31.26	3.26	hpgpAfroamerica	44787	68.07	25.24	6.69	hpgpAfroamerica
634	HpGP-PER-113	142237	35.16	64.57	0.27	hpgpEuroamerica	44787	34.83	65.17	0	hpgpEuroamerica
635	HpGP-PER-114	142237	27.64	61.29	11.06	hpgpEuroamerica	44787	26.35	64.39	9.26	hpgpEuroamerica
636	HpGP-PER-115	142237	26.62	73.38	0	hpgpEuroamerica	44787	26.65	73.35	0	hpgpEuroamerica
637	HpGP-PER-116	142237	68.49	27.25	4.26	hpgpAfroamerica	44787	72.71	20.77	6.52	hpgpAfroamerica
638	HpGP-PER-117	142237	28.41	71.22	0.37	hpgpEuroamerica	44787	28.96	71.04	0	hpgpEuroamerica
639	HpGP-PER-119	142237	25.68	64.98	9.34	hpgpEuroamerica	44787	28.15	64.57	7.28	hpgpEuroamerica
640	HpGP-PER-121	142237	1.25	12.57	86.18	hpgpAsia	44787	0	10.68	89.32	hpgpAsia
641	HpGP-PER-124	142237	30.74	69.26	0	hpgpEuroamerica	44787	29.39	70.61	0	hpgpEuroamerica
642	HpGP-PER-130	142237	27.99	71.89	0.12	hpgpEuroamerica	44787	29.41	70.59	0	hpgpEuroamerica
643	HpGP-PER-136	142237	27.93	67.38	4.69	hpgpEuroamerica	44787	27.32	69.46	3.22	hpgpEuroamerica
644	HpGP-PER-138	142237	0.53	14.74	84.73	hpgpAsia	44787	0.46	12.36	87.18	hpgpAsia
645	HpGP-PER-140	142237	54.29	44.73	0.98	hpgpAfroamerica	44787	59.16	37.58	3.25	hpgpAfroamerica
646	HpGP-POL-001	142237	0	99.51	0.49	hpgpEurope	44787	0	97.27	2.73	hpgpEurope
647	HpGP-POL-002	142237	0.45	99.55	0	hpgpEurope	44787	0.53	99.47	0	hpgpEurope
648	HpGP-POL-003	142237	0.56	99.44	0	hpgpEurope	44787	3.22	96.78	0	hpgpEurope
649	HpGP-POL-004	142237	0.78	99.22	0	hpgpEurope	44787	1.22	98.78	0	hpgpEurope
650	HpGP-POL-005	142237	0.55	99.45	0	hpgpEurope	44787	0	100	0	hpgpEurope
651	HpGP-POL-006	142237	0.29	99.71	0	hpgpEurope	44787	1.92	98.08	0	hpgpEurope
652	HpGP-POL-007	142237	0.67	99.33	0	hpgpEurope	44787	0.96	99.04	0	hpgpEurope
653	HpGP-POL-008	142237	0	100	0	hpgpEurope	44787	0.51	99.49	0	hpgpEurope
654	HpGP-POL-009	142237	0.33	99.67	0	hpgpEurope	44787	0	100	0	hpgpEurope
655	HpGP-POL-010	142237	0.7	99.3	0	hpgpEurope	44787	2.51	97.49	0	hpgpEurope
656	HpGP-POL-101	142237	0.02	99.98	0	hpgpEurope	44787	0	100	0	hpgpEurope
657	HpGP-POL-102	142237	0.11	99.89	0	hpgpEurope	44787	0	100	0	hpgpEurope
658	HpGP-POL-103	142237	0	97.05	2.95	hpgpEurope	44787	0	96.74	3.26	hpgpEurope
659	HpGP-POL-104	142237	0	97.32	2.68	hpgpEurope	44787	0	98.16	1.84	hpgpEurope
660	HpGP-POL-105	142237	0	99.93	0.07	hpgpEurope	44787	0	98.22	1.78	hpgpEurope
661	HpGP-POL-106	142237	0.06	99.94	0	hpgpEurope	44787	1.89	98.11	0	hpgpEurope
662	HpGP-POL-107	142237	0.14	99.86	0	hpgpEurope	44787	1.2	98.8	0	hpgpEurope
663	HpGP-POL-108	142237	0.08	99.92	0	hpgpEurope	44787	2.01	97.99	0	hpgpEurope
664	HpGP-POL-109	142237	0	100	0	hpgpEurope	44787	1.07	98.93	0	hpgpEurope
665	HpGP-POL-110	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
666	HpGP-POR-001	142237	17.93	82.07	0	hpgpMediterranea	44787	19.76	80.24	0	hpgpMediterranea
667	HpGP-POR-002	142237	24.73	75.27	0	hpgpMediterranea	44787	26.61	73.39	0	hpgpMediterranea
668	HpGP-POR-003	142237	16.71	83.29	0	hpgpMediterranea	44787	16.96	83.04	0	hpgpMediterranea
669	HpGP-POR-004	142237	98.87	0	1.13	hpgpAfrica	44787	98.91	0	1.09	hpgpAfrica
670	HpGP-POR-005	142237	21.56	78.44	0	hpgpMediterranea	44787	24.26	75.74	0	hpgpMediterranea
671	HpGP-POR-006	142237	89.81	10.19	0	hpgpAfrica	44787	96.46	0	3.54	hpgpAfrica
672	HpGP-POR-007	142237	18.85	81.15	0	hpgpMediterranea	44787	21.16	78.84	0	hpgpMediterranea
673	HpGP-POR-008	142237	16.09	83.91	0	hpgpMediterranea	44787	18.31	81.69	0	hpgpMediterranea
674	HpGP-POR-009	142237	15.75	84.25	0	hpgpMediterranea	44787	17.74	82.26	0	hpgpMediterranea
675	HpGP-POR-010	142237	15.67	84.33	0	hpgpMediterranea	44787	19.8	80.2	0	hpgpMediterranea
676	HpGP-POR-011	142237	17.7	82.3	0	hpgpMediterranea	44787	19.57	80.43	0	hpgpMediterranea
677	HpGP-POR-012	142237	22.43	77.57	0	hpgpMediterranea	44787	24.94	75.06	0	hpgpMediterranea
678	HpGP-POR-013	142237	18.27	81.73	0	hpgpMediterranea	44787	21.54	78.46	0	hpgpMediterranea
679	HpGP-POR-015	142237	16.27	83.73	0	hpgpMediterranea	44787	20.31	79.69	0	hpgpMediterranea
680	HpGP-POR-018	142237	18.6	81.4	0	hpgpMediterranea	44787	20.13	79.87	0	hpgpMediterranea
681	HpGP-POR-101	142237	18.53	81.47	0	hpgpMediterranea	44787	20.4	79.6	0	hpgpMediterranea
682	HpGP-POR-102	142237	17.2	82.8	0	hpgpMediterranea	44787	18.36	81.64	0	hpgpMediterranea
683	HpGP-POR-103	142237	19.08	80.92	0	hpgpMediterranea	44787	19.43	80.57	0	hpgpMediterranea
684	HpGP-POR-104	142237	21.87	78.13	0	hpgpMediterranea	44787	21.23	78.77	0	hpgpMediterranea
685	HpGP-POR-105	142237	16.7	83.3	0	hpgpMediterranea	44787	19.49	80.51	0	hpgpMediterranea
686	HpGP-POR-106	142237	19.1	80.9	0	hpgpMediterranea	44787	19.65	80.35	0	hpgpMediterranea
687	HpGP-POR-107	142237	19.77	80.23	0	hpgpMediterranea	44787	21.37	78.63	0	hpgpMediterranea
688	HpGP-POR-108	142237	19.62	80.38	0	hpgpMediterranea	44787	23.81	76.19	0	hpgpMediterranea
689	HpGP-POR-109	142237	17.12	82.88	0	hpgpMediterranea	44787	19.15	80.85	0	hpgpMediterranea
690	HpGP-POR-110	142237	36	64	0	hpgpEuroamerica	44787	34.5	65.5	0	hpgpEuroamerica
691	HpGP-POR-111	142237	20.4	79.6	0	hpgpMediterranea	44787	20.29	79.71	0	hpgpMediterranea
692	HpGP-POR-112	142237	22.62	77.38	0	hpgpMediterranea	44787	22.92	77.08	0	hpgpMediterranea
693	HpGP-POR-113	142237	28.75	71.25	0	hpgpEuroamerica	44787	31.16	68.84	0	hpgpEuroamerica
694	HpGP-POR-114	142237	27.48	72.52	0	hpgpEuroamerica	44787	27.51	72.49	0	hpgpEuroamerica
695	HpGP-POR-115	142237	27.24	72.76	0	hpgpEuroamerica	44787	27.31	72.69	0	hpgpEuroamerica
696	HpGP-PRI-001	142237	20.45	79.55	0	hpgpMediterranea	44787	21.48	78.52	0	hpgpMediterranea
697	HpGP-PRI-002	142237	19.74	80.26	0	hpgpMediterranea	44787	21.01	78.99	0	hpgpMediterranea
698	HpGP-PRI-004	142237	26.61	73.39	0	hpgpMediterranea	44787	27.49	72.51	0	hpgpMediterranea
699	HpGP-PRI-005	142237	94.61	5.39	0	hpgpAfrica	44787	96.59	0	3.41	hpgpAfrica
700	HpGP-PRI-006	142237	23.75	76.25	0	hpgpMediterranea	44787	22.74	77.26	0	hpgpMediterranea
701	HpGP-PRI-007	142237	20.45	79.55	0	hpgpMediterranea	44787	21.46	78.54	0	hpgpMediterranea
702	HpGP-PRI-008	142237	31.65	68.35	0	hpgpEuroamerica	44787	32.51	67.49	0	hpgpEuroamerica
703	HpGP-RUS-001	142237	0	99.1	0.9	hpgpEurope	44787	0	96.79	3.21	hpgpEurope
704	HpGP-RUS-002	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
705	HpGP-RUS-003	142237	0	99.8	0.2	hpgpEurope	44787	0	100	0	hpgpEurope
706	HpGP-RUS-004	142237	0	97.42	2.58	hpgpEurope	44787	0	98.33	1.67	hpgpEurope
707	HpGP-RUS-006	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
708	HpGP-RUS-007	142237	0	97.23	2.77	hpgpEurope	44787	0	96.64	3.36	hpgpEurope
709	HpGP-RUS-008	142237	0	98.2	1.8	hpgpEurope	44787	0	99.63	0.37	hpgpEurope
710	HpGP-RUS-009	142237	0	100	0	hpgpEurope	44787	0.55	99.45	0	hpgpEurope
711	HpGP-RUS-010	142237	0	99.4	0.6	hpgpEurope	44787	0	97.78	2.22	hpgpEurope
712	HpGP-RUS-011	142237	0	100	0	hpgpEurope	44787	0	100	0	hpgpEurope
713	HpGP-SGP-002	142237	0.69	0	99.31	hpgpAsia	44787	0	0	100	hpgpAsia
714	HpGP-SGP-003	142237	0.57	0	99.43	hpgpAsia	44787	0	0	100	hpgpAsia
715	HpGP-SGP-004	142237	0	0	100	hpgpAsia	44787	0.14	0	99.86	hpgpAsia
716	HpGP-SGP-005	142237	1.07	0	98.93	hpgpAsia	44787	0	0	100	hpgpAsia
717	HpGP-SGP-006	142237	2.24	0	97.76	hpgpAsia	44787	3.28	0	96.72	hpgpAsia
718	HpGP-SGP-007	142237	0	0	100	hpgpAsia	44787	0	0	100	hpgpAsia
719	HpGP-SGP-008	142237	1.05	0	98.95	hpgpAsia	44787	0	0	100	hpgpAsia
720	HpGP-SGP-009	142237	0.47	0	99.53	hpgpAsia	44787	0.92	0	99.08	hpgpAsia
721	HpGP-SGP-012	142237	0.02	0	99.98	hpgpAsia	44787	0.31	0	99.69	hpgpAsia
722	HpGP-SGP-013	142237	0.65	0	99.35	hpgpAsia	44787	0.28	0	99.72	hpgpAsia
723	HpGP-SGP-014	142237	0.15	0	99.85	hpgpAsia	44787	0	0	100	hpgpAsia
724	HpGP-SGP-015	142237	0.69	0	99.31	hpgpAsia	44787	0	0	100	hpgpAsia
